"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","PGA1","PGA2","PGA3","PGA4","PGA5","PGA1.1","PGA2.1","PGA3.1","PGA4.1","PGA5.1","sigma","valid","event.num","mag","eq.type","depth","resids","model"
"TKCH08",143.152,42.4865,327.548926,327.548926,323.883339,"soft-soil",353,312,0.674489,2.865774,2.840724,3.428857,2.356464,0.833353,1.758913,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.211997579425982,"1995MY"
"HDKH03",142.3521,42.5934,328.386968,328.386968,324.744331,"hard-soil",341,288,0.351852,1.506074,1.398173,1.53367,0.984857,0.387042,1.455217,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.0149185516160543,"1995MY"
"IBUH05",141.3497,42.5629,331.073995,331.073995,327.483882,"soft-soil",379,297,1.199461,1.105927,0.937991,1.296268,0.864765,0.483815,1.719964,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.191792895911766,"1995MY"
"FKSH10",140.093,37.1616,334.189338,334.189338,330.86411,"rock",487,401,0.106667,1.266424,1.132257,1.292636,0.78121,0.661594,1.153362,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.0406134937049004,"1995MY"
"HDKH01",142.2296,42.7031,340.022218,340.022218,336.504108,"hard-soil",368,298,0.241778,0.940185,0.909527,0.962236,0.668523,0.373485,1.352234,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.157838533414152,"1995MY"
"HDKH02",142.4054,42.7061,341.028841,341.028841,337.517441,"hard-soil",443,382,0.250454,0.876119,0.85877,0.977036,0.679883,0.565131,1.34375,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.185755378473603,"1995MY"
"IBUH04",140.665,42.6415,355.130238,355.130238,351.796413,"hard-soil",352,282,0.327003,2.061091,1.92416,2.205302,1.440345,0.390179,1.231447,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.223681441836307,"1995MY"
"IBUH02",142.1285,42.8714,358.440312,358.440312,355.10088,"rock",541,448,0.104396,0.660035,0.658734,0.852937,0.602346,0.342323,0.992248,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.177053266506008,"1995MY"
"IBUH01",141.8191,42.8739,359.665314,359.665314,356.343351,"medium-soil",306,248,0.529085,1.804419,1.80422,1.997681,1.317641,0.494185,1.268745,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.152963047694015,"1995MY"
"TKCH11",142.883,42.8742,364.23476,364.23476,360.934102,"hard-soil",458,424,0.366794,1.161688,1.106555,1.161693,0.805503,0.571954,1.164961,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.00122188329818321,"1995MY"
"KKWH08",142.6562,43.0406,379.626144,379.626144,376.459295,"medium-soil",310,267,0.42087,1.157831,1.000148,1.218943,0.74568,0.242203,1.125054,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.0124718051920122,"1995MY"
"IBRH15",140.3013,36.5566,384.303821,384.303821,381.431537,"rock",450,343,0.164912,0.936383,0.870217,0.937703,0.617678,0.261814,0.849413,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.0423346170487287,"1995MY"
"TKCH04",142.9176,43.1739,397.24334,397.24334,394.209216,"hard-soil",445,380,0.210526,0.841942,0.823932,1.097495,0.774848,0.428549,0.957423,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.0558216815518977,"1995MY"
"KKWH07",142.3409,43.3697,413.737484,413.737484,410.829197,"hard-soil",402,335,0.28549,0.490571,0.48449,0.559968,0.375964,0.198699,0.87033,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.248982082370323,"1995MY"
"KKWH14",142.5245,43.3841,416.251904,416.251904,413.357775,"rock",537,436,0.137143,0.421937,0.409076,0.475748,0.304525,0.211528,0.705394,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.223184150598964,"1995MY"
"TKCH03",143.4317,43.2708,416.847805,416.847805,413.945741,"soft-soil",372,308,0.811363,0.826745,0.822732,0.873881,0.537302,0.356059,1.027904,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.0945809790208794,"1995MY"
"IKRH01",141.5836,43.4087,420.157969,420.157969,417.30587,"hard-soil",404,385,0.332063,0.798633,0.710822,0.823077,0.536156,0.34586,0.838979,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.0214038388492589,"1995MY"
"KSRH05",144.2338,43.2556,437.549108,437.549108,434.772486,"soft-soil",388,318,1.106939,1.182816,1.082174,1.290653,0.847677,0.616615,0.91431,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.111823720849287,"1995MY"
"TKCH02",143.8983,43.3822,440.164063,440.164063,437.406026,"hard-soil",440,359,0.249879,0.566528,0.528088,0.658427,0.440415,0.206206,0.749446,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.121518966755204,"1995MY"
"KSRH06",144.4285,43.22,440.806834,440.806834,438.048644,"soft-soil",326,279,1.541054,1.28302,1.173399,1.36655,0.806567,0.531731,0.897803,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.155052374047442,"1995MY"
"TKCH01",143.683,43.4683,443.533883,443.533883,440.798037,"rock",444,376,0.166845,0.466178,0.457578,0.51213,0.360648,0.178803,0.604749,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.113023384570571,"1995MY"
"SRCH06",142.0776,43.6948,449.283626,449.283626,446.601998,"hard-soil",320,255,0.289076,0.422197,0.417709,0.46901,0.302892,0.289233,0.712364,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.227186820834669,"1995MY"
"ABSH13",143.4514,43.7419,467.544908,467.544908,464.946731,"medium-soil",463,418,0.421554,0.634073,0.553125,0.676211,0.410917,0.376292,0.682501,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.0319640315220964,"1995MY"
"NMRH02",144.9618,43.6772,505.54603,505.54603,503.124271,"soft-soil",315,266,0.80154,2.600901,2.241241,2.743656,1.827312,0.732046,0.631603,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,0.614679637480094,"1995MY"
"NMRH01",145.0246,43.785,518.421855,518.421855,516.057137,"soft-soil",437,381,0.70237,0.577064,0.53993,0.581732,0.379538,0.260472,0.590174,-1,-1,-1,-1,0.276,1,200410151330.98,5.8,"intra-plate",48.1,-0.00975609103095076,"1995MY"
"IBR006",140.4528,36.369,137.107587,137.107587,133.686754,"hard-soil",393,331,0.214417,11.533651,10.177823,11.941172,6.806312,4.646914,5.213442,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.344842259494868,"1995MY"
"FKS016",140.1914,37.1228,146.443289,146.443289,143.194212,"hard-soil",302,250,0.391762,36.545458,31.299445,38.397585,25.038753,7.280418,4.73231,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.887760222710374,"1995MY"
"TCG006",140.1297,36.7639,151.432386,151.432386,148.326099,"rock",487,413,0.134737,10.015469,9.829235,11.525101,7.562366,5.199583,3.701175,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.432331671043006,"1995MY"
"MYG016",140.621,38.0085,161.372222,161.372222,158.338959,"hard-soil",444,375,0.282344,9.227975,8.498687,9.440251,6.312494,3.503265,4.087109,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.353690189120111,"1995MY"
"MYG012",141.0193,38.3175,171.739624,171.739624,168.85175,"rock",430,363,0.156303,11.757579,10.679803,11.815228,7.341076,6.392772,3.051023,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.585872423918866,"1995MY"
"IBR008",139.9828,36.3062,177.379885,177.379885,174.774753,"rock",557,476,0.088,8.768891,8.156648,8.95888,5.945633,2.852991,2.899276,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.480655111198612,"1995MY"
"TCG010",139.4376,36.6347,213.759932,213.759932,211.603734,"rock",540,461,0.149865,3.406982,2.931147,3.414061,1.959256,1.302634,2.132458,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.20348935283817,"1995MY"
"FKS029",139.3801,37.0159,216.195053,216.195053,214.043086,"rock",454,385,0.16092,5.115405,4.095072,5.411313,3.473615,0.373109,2.091483,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.388425684743052,"1995MY"
"GNM009",139.3251,36.4106,228.760826,228.760826,226.763568,"hard-soil",414,349,0.29666,6.393689,6.126854,6.990515,4.939594,2.815528,2.305811,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.442927800941899,"1995MY"
"GNM003",139.0784,36.6578,244.859803,244.859803,242.989934,"hard-soil",395,333,0.310319,2.528194,2.370064,2.667563,1.767603,1.154796,2.042233,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.092705106726832,"1995MY"
"FKSH20",140.9871,37.4911,99.590541,99.590541,94.634476,"medium-soil",350,350,0.589714,19.628065,17.550054,20.65207,11.786065,8.509274,8.609789,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.35788497918003,"1995MY"
"FKSH13",140.5853,36.9951,111.128605,111.128605,106.796842,"rock",561,428,0.170909,7.590605,7.509966,8.689422,5.666087,3.212464,5.76461,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.119506461407254,"1995MY"
"IBRH13",140.575,36.7955,112.703121,112.703121,108.457914,"hard-soil",335,287,0.317815,16.68545,13.866591,18.257959,12.338984,8.536088,6.876898,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.384945341082222,"1995MY"
"FKSH19",140.7227,37.4703,116.141028,116.141028,111.940966,"hard-soil",338,255,0.313725,26.344848,22.858273,27.350361,14.170847,10.726311,6.597695,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.601303462205484,"1995MY"
"FKSH12",140.5703,37.2169,116.673188,116.673188,112.531536,"hard-soil",448,357,0.244,36.151896,33.806807,47.843273,33.670589,10.90273,6.556024,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.741490544220669,"1995MY"
"IBRH18",140.6198,36.3631,124.733103,124.733103,120.95257,"rock",558,487,0.138889,16.711466,16.11052,22.235645,15.65644,5.456681,4.909346,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.531990908394403,"1995MY"
"FKSH18",140.538,37.4894,130.751586,130.751586,127.044916,"hard-soil",307,251,0.390649,22.62232,22.023939,26.101369,18.091345,9.972335,5.58331,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.607645399641725,"1995MY"
"FKSH09",140.4264,37.353,133.131291,133.131291,129.512552,"rock",584,433,0.16381,12.736523,11.558496,13.675367,9.46667,3.874623,4.473339,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.454419072936928,"1995MY"
"IBRH12",140.3181,36.8369,134.291605,134.291605,130.760632,"hard-soil",485,400,0.2,17.436204,17.178995,17.436211,10.892132,5.448586,5.372695,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.511259754522554,"1995MY"
"FKSH17",140.5974,37.6636,136.925709,136.925709,133.371015,"rock",543,434,0.133333,10.842419,8.171329,11.225967,5.616435,4.586543,4.294998,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.402163220432917,"1995MY"
"MYGH10",140.8924,37.9411,141.244247,141.244247,137.759399,"soft-soil",347,329,0.928685,23.162203,22.61146,24.540236,15.255357,6.676571,6.001482,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.586521355697018,"1995MY"
"IBRH15",140.3013,36.5566,141.556913,141.556913,138.237905,"rock",450,343,0.164912,15.722763,13.718044,16.624669,10.617009,3.810945,4.091174,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.584680917365688,"1995MY"
"TCGH13",140.1781,36.7342,147.692956,147.692956,144.506267,"rock",573,456,0.106667,40.726217,34.684208,41.655566,27.195836,9.003586,3.84223,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,1.02529071233042,"1995MY"
"FKSH08",140.2144,37.2822,148.107518,148.107518,144.880804,"rock",562,473,0.115556,5.687424,5.492171,6.505164,4.575899,2.505386,3.826212,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.172146576872784,"1995MY"
"FKSH10",140.093,37.1616,155.55617,155.55617,152.50319,"rock",487,401,0.106667,26.98428,25.33863,26.988325,15.55204,15.634827,3.554126,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.880378014379626,"1995MY"
"FKSH16",140.3766,37.7643,158.694798,158.694798,155.640994,"rock",531,462,0.088889,6.508372,5.871363,6.519286,3.611013,2.724501,3.447766,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.275934585438375,"1995MY"
"TCGH10",140.0225,36.8578,159.853668,159.853668,156.912013,"hard-soil",371,306,0.277333,17.618696,17.614037,20.646688,13.911624,4.920957,4.146762,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.628264652033142,"1995MY"
"MYGH09",140.6027,38.0091,162.454804,162.454804,159.442975,"medium-soil",358,315,0.400272,9.036478,7.881498,9.045392,4.79305,4.692573,4.285027,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.324045632845391,"1995MY"
"IBRH17",140.314,36.0864,163.664138,163.664138,160.837905,"soft-soil",300,272,2.746074,9.060889,9.057299,9.838365,6.911036,3.826952,4.808295,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.27517970535177,"1995MY"
"TCGH12",139.9842,36.6959,165.116163,165.116163,162.284239,"medium-soil",343,305,0.523077,12.765813,10.695866,12.7671,7.396745,5.008828,4.178921,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.484984317234045,"1995MY"
"MYGH07",140.6405,38.1802,175.015829,175.015829,172.209758,"soft-soil",365,334,1.163761,31.963142,29.874205,37.87569,26.623988,9.856657,4.330329,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.868128570745889,"1995MY"
"TCGH09",139.8364,36.8625,176.116386,176.116386,173.458739,"rock",468,378,0.133333,3.252201,3.160966,3.41848,2.197129,1.625301,2.932335,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.0449637949237002,"1995MY"
"FKSH05",139.8725,37.2544,176.326871,176.326871,173.642596,"rock",596,458,0.153333,4.970673,4.321142,5.01551,3.251802,1.582117,2.926792,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.230023334366292,"1995MY"
"TCGH15",139.8637,36.5595,178.499175,178.499175,175.897891,"hard-soil",423,337,0.251034,8.50417,7.338197,8.656535,4.699923,2.992558,3.490969,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.386685940960539,"1995MY"
"TCGH11",139.7694,36.7084,183.57774,183.57774,181.043188,"hard-soil",328,256,0.3,8.651676,8.592238,10.303938,7.203335,1.990944,3.337713,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.413651256747937,"1995MY"
"YMTH07",140.0278,37.896,191.658375,191.658375,189.143022,"hard-soil",371,312,0.242956,5.362118,5.094891,5.465135,3.084231,1.454133,3.11247,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.236231192823407,"1995MY"
"FKSH03",139.7533,37.6078,197.704581,197.704581,195.29636,"soft-soil",349,302,0.887944,3.700837,3.308918,3.87232,2.089283,2.235022,3.555574,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.0173902356334834,"1995MY"
"MYGH06",141.071,38.5907,198.011398,198.011398,195.492605,"rock",593,554,0.04,1.68401,1.606473,1.786528,1.234938,1.261035,2.425462,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.158449808770545,"1995MY"
"YMTH01",140.3805,38.3841,206.351075,206.351075,203.973857,"soft-soil",327,300,0.729697,3.025096,2.652253,3.272603,1.943399,1.17819,3.31031,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.0391295046382393,"1995MY"
"MYGH05",140.7804,38.5793,206.391006,206.391006,203.987344,"soft-soil",305,283,0.885214,4.839636,4.765973,5.044873,3.457537,2.658436,3.309232,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.165085483332354,"1995MY"
"TCGH07",139.4534,36.8817,209.706459,209.706459,207.492613,"hard-soil",419,343,0.252727,3.586644,3.45954,4.387216,3.086088,0.985275,2.679365,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.126656392018187,"1995MY"
"YMTH05",139.8017,37.9883,213.605655,213.605655,211.354372,"rock",533,498,0.044444,0.731812,0.698312,0.847834,0.591502,0.673673,2.13509,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.465016659851262,"1995MY"
"IWTH05",141.3512,38.8654,221.27011,221.27011,218.993595,"hard-soil",429,372,0.260769,5.222554,4.838488,5.711135,3.776739,1.613497,2.44382,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.329813724469404,"1995MY"
"NIGH08",139.4648,37.6708,223.654376,223.654376,221.534813,"soft-soil",326,304,1.343415,1.386257,1.359262,1.485176,0.982458,0.869277,2.883907,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.318137499017241,"1995MY"
"FKSH21",139.3147,37.3421,226.119109,226.119109,224.046414,"hard-soil",364,317,0.287059,1.094168,0.984985,1.12717,0.652167,0.797288,2.353272,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.332588118196025,"1995MY"
"YMTH14",139.9916,38.386,228.694397,228.694397,226.564727,"medium-soil",310,261,0.514,2.546185,2.256126,2.691696,1.537049,1.019728,2.443687,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.0178443768497905,"1995MY"
"IWTH26",141.0013,38.969,239.412282,239.412282,237.315767,"hard-soil",371,320,0.367843,4.405148,4.163049,4.546637,2.969447,1.850647,2.126772,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.316239570029609,"1995MY"
"NIGH04",139.5428,38.1313,241.053493,241.053493,239.061562,"soft-soil",392,359,0.683254,1.198718,1.004843,1.204269,0.600115,0.526308,2.525751,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.323673506846489,"1995MY"
"SITH06",139.2894,36.1131,242.406893,242.406893,240.539668,"hard-soil",369,294,0.218182,5.373756,4.639054,5.412888,2.868665,1.547868,2.079745,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.412267854165708,"1995MY"
"IWTH25",140.8638,39.0092,247.312535,247.312535,245.285801,"hard-soil",506,495,0.267135,2.776649,2.736988,3.730485,2.630125,1.487824,2.005602,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.141276229428345,"1995MY"
"YMTH12",140.0055,38.6357,248.222285,248.222285,246.248439,"medium-soil",366,338,0.454315,0.737297,0.70773,0.782518,0.526552,0.629374,2.11028,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.456697616170701,"1995MY"
"NIGH02",139.5486,38.2799,250.059051,250.059051,248.131728,"medium-soil",359,342,0.55697,0.745284,0.70057,0.75303,0.484148,0.581276,2.082061,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.446171651519352,"1995MY"
"SITH10",139.2191,35.9964,253.332885,253.332885,251.554779,"rock",542,404,0.154286,3.212364,2.814616,3.215048,1.793697,0.955249,1.578084,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.308694633658264,"1995MY"
"IWTH04",141.3909,39.1809,255.047514,255.047514,253.058406,"rock",455,372,0.190909,4.64025,4.635794,4.770772,2.84819,2.050743,1.558589,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.473809772602954,"1995MY"
"SITH11",139.2726,35.8637,255.582737,255.582737,253.825325,"hard-soil",371,279,0.264727,4.074804,4.024715,4.338365,2.911295,1.185587,1.88821,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.334056430472665,"1995MY"
"NIGH06",139.0676,37.6527,255.737651,255.737651,253.898863,"hard-soil",336,264,0.248889,1.275246,1.258186,1.303066,0.742039,0.581809,1.886097,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.169970054311858,"1995MY"
"AKTH06",140.4952,38.9801,256.795724,256.795724,254.856843,"rock",455,352,0.198095,2.228004,2.028143,2.332406,1.557672,0.550297,1.539031,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.160668598488436,"1995MY"
"TKYH12",139.265,35.6701,266.938677,266.938677,265.265909,"hard-soil",325,268,0.382456,2.494985,2.166945,2.678695,1.59704,0.904348,1.741076,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.156250209970443,"1995MY"
"GNMH11",138.921,36.2862,267.114256,267.114256,265.423428,"hard-soil",421,375,0.327619,1.383899,1.336284,1.673307,1.151512,0.544556,1.738919,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.0991749572403814,"1995MY"
"AKTH04",140.7129,39.174,268.829897,268.829897,266.963197,"hard-soil",458,362,0.220775,3.020021,2.752655,3.363863,2.347508,0.902746,1.718021,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.244981494806964,"1995MY"
"SITH08",138.9691,36.0274,272.483424,272.483424,270.83679,"rock",520,399,0.141176,2.362231,2.094257,2.67214,1.717734,0.739069,1.376908,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.23441744129537,"1995MY"
"IWTH22",141.3015,39.334,272.871699,272.871699,271.00898,"rock",532,422,0.152782,2.296136,2.229552,2.387835,1.667091,1.479022,1.373179,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.223270454576985,"1995MY"
"YMTH08",140.0333,38.9701,276.141445,276.141445,274.352517,"hard-soil",320,272,0.361525,0.733781,0.660165,0.779871,0.511789,0.334549,1.632472,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.347279278779483,"1995MY"
"KNGH18",139.1283,35.6437,278.916541,278.916541,277.321073,"hard-soil",388,349,0.324943,1.97038,1.639327,1.978832,1.09921,0.730394,1.601426,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.0900431153931867,"1995MY"
"IWTH21",141.9336,39.4734,285.325255,285.325255,283.521216,"rock",521,398,0.168333,2.523503,2.460148,2.982901,2.054579,0.861284,1.260121,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.301591576197027,"1995MY"
"IWTH19",141.0001,39.4559,291.201791,291.201791,289.459764,"rock",482,417,0.123209,2.261702,2.253701,2.407407,1.501049,0.668386,1.210867,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.27133893863242,"1995MY"
"AKTH03",140.1283,39.2223,295.308099,295.308099,293.622789,"medium-soil",320,277,0.583426,0.714655,0.618921,0.722927,0.40798,0.320086,1.517407,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.327005646642954,"1995MY"
"GNMH08",138.5244,36.4917,296.382278,296.382278,294.86085,"soft-soil",338,314,1.158133,1.487937,1.415634,1.821714,1.28625,0.639405,1.70993,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.0603937885389635,"1995MY"
"IWTH15",141.0929,39.6148,306.570159,306.570159,304.907175,"soft-soil",337,300,0.96,1.980488,1.860135,1.982762,1.344077,0.885697,1.598196,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,0.0931421759389528,"1995MY"
"IWTH16",140.9465,39.6436,312.425249,312.425249,310.796015,"rock",534,502,0.173626,0.931148,0.896378,1.064304,0.738169,0.656586,1.05192,-1,-1,-1,-1,0.276,1,200401114926.07,5.7,"inter-plate",31.1,-0.0529639975765371,"1995MY"
