"stnm","stlon","stlat","Rhyp","Rrup","Repi","siteClass","AVS30","AVS20","Ts","sigma","valid","event.num","mag","eq.type","depth","resids","model","pred.type","pred","obs"
"AKTH09",140.4596,40.2755,159.307397,140.406,117.110404,"soft-soil",319,302,0.720893,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.315589391102727,"1990FT","PGA2",35.431418,17.131648
"AKTH12",140.2221,39.9155,163.434143,152.037,122.665069,"hard-soil",389,308,0.24,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.145602898336489,"1990FT","PGA2",23.213728,16.601296
"AOMH15",140.5565,40.4841,164.598651,142.479,124.212383,"rock",577,489,0.11,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.1097968523306,"1990FT","PGA2",14.855515,11.536946
"AOMH10",140.6646,40.6091,167.27585,142.915,127.738835,"medium-soil",329,292,0.528342,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.262352363167599,"1990FT","PGA2",21.409518,11.70185
"MYGH02",140.6513,38.8587,168.121328,149.07,128.844018,"hard-soil",398,341,0.234398,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.00590411837245086,"1990FT","PGA2",24.177086,23.850629
"AKTH06",140.4952,38.9801,168.175722,151.225,128.914986,"rock",455,352,0.198095,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.0673097606799711,"1990FT","PGA2",13.162311,15.368869
"MYGH06",141.071,38.5907,173.476871,150.051,135.757964,"rock",593,554,0.04,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.683682802612362,"1990FT","PGA2",13.375747,64.565549
"AKTH08",140.2341,40.3188,173.806951,157.295,136.1795,"rock",471,402,0.176471,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.027803597910715,"1990FT","PGA2",12.120863,11.369201
"AOMH06",141.3738,40.9664,175.910226,143.145,138.853907,"medium-soil",434,398,0.502642,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.589033776344029,"1990FT","PGA2",21.340807,82.840863
"AKTH03",140.1283,39.2223,177.965849,166.18,141.449084,"medium-soil",320,277,0.583426,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.000423310453958159,"1990FT","PGA2",15.610395,15.625618
"AOMH14",140.2726,40.5488,182.669984,163.637,147.323871,"hard-soil",360,293,0.213333,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.124304282832395,"1990FT","PGA2",19.856793,14.914367
"YMTH08",140.0333,38.9701,194.624426,182.566,161.909441,"hard-soil",320,272,0.361525,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.152763670197977,"1990FT","PGA2",15.519028,22.061152
"AOMH07",140.0233,40.7451,207.669672,189.91,177.377261,"rock",572,490,0.083243,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.246611880669008,"1990FT","PGA2",7.928094,4.493212
"YMTH12",140.0055,38.6357,215.168099,202.252,186.100271,"medium-soil",366,338,0.454315,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.0473942931833076,"1990FT","PGA2",9.856439,10.992952
"YMTH14",139.9916,38.386,232.857756,219.516,206.297685,"medium-soil",310,261,0.514,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.209079562723711,"1990FT","PGA2",7.988824,12.928925
"AOMH01",140.9127,41.5273,234.824849,207.201,208.515491,"medium-soil",301,253,0.511648,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.243152793057851,"1990FT","PGA2",9.274992,16.235525
"MYGH10",140.8924,37.9411,235.258245,215.285,209.00345,"soft-soil",347,329,0.928685,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.788063679077771,"1990FT","PGA2",13.431232,82.447887
"MYGH09",140.6027,38.0091,237.213065,219.139,211.201416,"medium-soil",358,315,0.400272,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.534356933612506,"1990FT","PGA2",8.025088,27.466716
"YMTH13",139.7606,38.4704,239.929737,228.494,214.248171,"rock",576,490,0.091429,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.107431798943271,"1990FT","PGA2",4.949766,3.86503
"NIGH02",139.5486,38.2799,265.151245,254.664,242.159416,"medium-soil",359,342,0.55697,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.150801654123701,"1990FT","PGA2",5.289674,7.485668
"FKSH16",140.3766,37.7643,267.099304,250.744,244.290889,"rock",531,462,0.088889,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.431474195645254,"1990FT","PGA2",3.816278,10.306571
"FKSH17",140.5974,37.6636,269.31572,251.702,246.712296,"rock",543,434,0.133333,0.21,0,200824002619.69,6.6,"intra-plate",108.1,1.1508402167022,"1990FT","PGA2",3.77439,53.417922
"YMTH07",140.0278,37.896,269.602742,255.457,247.025582,"hard-soil",371,312,0.242956,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.435599054827253,"1990FT","PGA2",6.44679,17.576912
"OSMH02",140.6331,41.8374,271.06749,245.613,248.623378,"soft-soil",325,298,1.943871,0.21,0,200824002619.69,6.6,"intra-plate",108.1,0.0956287828115341,"1990FT","PGA2",9.381443,11.692259
"YMTH05",139.8017,37.9883,272.852474,260.222,250.568299,"rock",533,498,0.044444,0.21,0,200824002619.69,6.6,"intra-plate",108.1,-0.00640096235660914,"1990FT","PGA2",3.423355,3.373269
